ID	precursor number	monoisotopic m/z	charge	peak alpha	elution profile
844	303	503.1067	1	116406.789341	5453:47164.83,5472:53974.5,5491:58448.06,5510:53747.59,5529:52028.8
845	303	503.1067	1	113756.762781	5871:53458.43,5890:63128.0,5909:54875.38,5928:55948.47,5947:51530.67
846	303	503.1067	1	111976.138166	5377:49812.7,5396:59230.59,5415:55319.1,5434:57562.34,5453:47164.83
847	303	503.1067	1	107468.967242	5244:48487.81,5263:50690.93,5282:56259.31,5301:52085.09
848	303	503.1067	1	106108.883136	5833:56445.96,5852:62364.74,5871:53458.43,5890:63128.0,5909:54875.38
849	304	504.1048	1	49100.7596515	5795:7397.886,5814:10999.36,5833:17424.55,5852:13862.61,5871:6875.533
850	304	504.1048	1	42789.2778542	5092:8740.981,5111:11252.97,5130:17217.32,5149:9089.123,5168:8369.408
851	304	504.1048	1	41631.7379052	5358:2389.377,5377:8254.121,5396:11070.29,5415:13432.48,5434:14979.2,5453:14879.31,5472:12231.89,5491:7448.238
852	304	504.1048	1	37874.7646987	5225:6777.741,5244:13036.15,5263:11767.1,5282:6955.478
853	304	504.1048	1	37468.324394	5985:10822.63,5016:14055.34,5035:11811.12,5054:10976.63
854	304	504.1048	1	36544.891615	5282:6955.478,5301:11637.76,5320:12825.68,5339:13136.26,5358:2389.377
855	304	504.1048	1	35570.985949	5567:10892.33,5586:12776.65,5605:11760.81,5624:12921.32,5643:10386.22,5662:7301.062
856	304	504.1048	1	33625.9595677	5491:7448.238,5510:8121.167,5529:12930.42,5548:11620.06,5567:10892.33
857	304	504.1048	1	33041.1419381	5168:8369.408,5187:11155.49,5206:9942.435,5225:6777.741
858	304	504.1048	1	31325.6753142	5871:6875.533,5890:11842.5,5909:13041.32,5928:11303.68,5947:16026.57,5966:9617.179
859	304	504.1048	1	30423.5203183	5035:11811.12,5054:10976.63,5073:13128.68,5092:8740.981
860	304	504.1048	1	29961.4734216	5719:7729.928,5738:16003.41,5757:9030.89,5776:13008.47,5795:7397.886
861	304	504.1048	1	24418.7278899	5662:7301.062,5681:10347.03,5700:15402.51,5719:7729.928,5738:16003.41,5757:9030.89
862	305	505.115	1	33606.1212135	5776:3438.055,5795:9742.239,5814:11859.86,5833:8784.322
863	305	505.115	1	30739.8608692	5149:7065.456,5168:12070.57,5187:5064.501
864	305	505.115	1	27573.4501436	5263:5364.375,5282:5368.333,5301:10870.54,5320:8049.095,5339:3762.538
865	305	505.115	1	25383.7677523	5567:4520.671,5586:5850.691,5605:9677.772,5624:7007.712,5643:6489.993
866	305	505.115	1	25129.6494909	5643:6489.993,5662:10422.23,5681:3507.863,5700:3441.069
867	305	505.115	1	24711.9426109	5472:2816.556,5491:6520.26,5510:10098.82,5529:4934.957
868	305	505.115	1	23797.6765277	5928:3248.608,5947:6238.873,5966:8221.325,5985:4669.445
869	305	505.115	1	23230.4542202	5187:5064.501,5206:9755.539,5225:8811.717,5244:8536.101,5263:5364.375
870	305	505.115	1	21423.9131277	5339:3762.538,5358:6216.795,5377:7677.822,5396:6762.244,5415:3885.334
871	305	505.115	1	20643.8425615	5700:3441.069,5719:7207.232,5738:7449.834,5757:9708.492,5776:3438.055
872	305	505.115	1	16622.675623	5415:3885.334,5434:5450.546,5453:6444.459,5472:2816.556
873	306	519.13205	1	776593.986446	5795:354225.2,5814:371925.8,5833:354718.7,5852:331169.6,5871:323657.8
874	306	519.13205	1	741577.378689	5263:329706.2,5282:363118.5,5301:335443.1,5320:298124.4
875	306	519.13205	1	728883.795531	5643:325933.8,5662:341292.0,5681:359597.8,5700:344022.7
876	306	519.13205	1	704824.749566	5985:334691.9,5016:353377.0,5035:335419.7
877	306	519.13205	1	703081.156742	5130:346739.8,5149:370895.4,5168:348428.0
878	306	519.13205	1	682096.138262	5035:335419.7,5054:369645.3,5073:376158.6,5092:350702.2
879	306	519.13205	1	662266.457934	5548:329323.8,5567:330862.9,5586:339335.7,5605:318587.1
880	306	519.13205	1	661441.442546	5358:280800.7,5377:320438.3,5396:342167.4,5415:347017.6,5434:314708.2
881	306	519.13205	1	655946.069897	5928:334153.0,5947:350232.8,5966:330631.6,5985:334691.9
882	306	519.13205	1	652879.563298	5491:310331.9,5510:335482.7,5529:339885.8,5548:329323.8
883	306	519.13205	1	647208.001612	5434:314708.2,5453:324901.7,5472:334587.9,5491:310331.9
884	306	519.13205	1	616536.483111	5871:323657.8,5890:355673.8,5909:345995.7,5928:334153.0
885	307	520.1368	1	264094.264376	5054:50698.78,5073:56198.68,5092:79866.45,5111:64357.74,5130:62235.38
886	307	520.1368	1	256409.766231	5947:68593.64,5966:79957.04,5985:69082.05
887	307	520.1368	1	239220.5294	5757:72336.32,5776:76996.92,5795:74214.43,5814:74253.88,5833:69563.83
888	307	520.1368	1	239167.90027	5301:56245.63,5320:76464.76,5339:57448.46
889	307	520.1368	1	238298.177126	5833:69563.83,5852:74347.71,5871:73587.3,5890:67756.22,5909:56624.88
890	307	520.1368	1	238254.820578	5377:54405.57,5396:58135.42,5415:72197.78,5434:61482.28,5453:52888.84
891	307	520.1368	1	225056.709254	5700:59537.78,5719:64352.55,5738:74529.16,5757:72336.32,5776:76996.92,5795:74214.43
892	307	520.1368	1	222790.581794	5985:69082.05,5016:75430.55,5035:67730.24,5054:50698.78
893	307	520.1368	1	221101.17405	5453:52888.84,5472:68899.63,5491:72386.92,5510:58283.74
894	307	520.1368	1	219801.645205	5168:56523.75,5187:64868.08,5206:67322.4,5225:18424.03
895	307	520.1368	1	212520.426356	5225:18424.03,5244:25083.05,5263:76679.71,5282:60360.37,5301:56245.63
896	307	520.1368	1	211530.10305	5510:58283.74,5529:62548.59,5548:59612.8,5567:27471.74,5586:18615.89,5605:15082.82
897	308	521.13185	1	234360.888621	5130:77649.59,5149:92885.11,5168:82990.86,5187:74669.13,5206:72386.68,5225:40434.41
898	308	521.13185	1	224748.170166	5681:71695.91,5700:93080.48,5719:87730.71,5738:73144.62,5757:70539.07
899	308	521.13185	1	216463.75552	5035:74561.44,5054:84475.46,5073:83964.35,5092:85658.09,5111:79027.25,5130:77649.59
900	308	521.13185	1	210064.123435	5225:40434.41,5244:44612.08,5263:73874.08,5282:80557.74,5301:76717.56,5320:68635.1
901	308	521.13185	1	208932.858467	5966:70122.96,5985:80981.16
902	308	521.13185	1	207424.260242	5396:71619.82,5415:78803.84,5434:79696.07,5453:84432.41,5472:78251.02,5491:74385.0
903	308	521.13185	1	205573.664293	5757:70539.07,5776:78335.62,5795:74827.27,5814:66006.37
904	308	521.13185	1	205492.539142	5985:80981.16,5016:79251.02,5035:74561.44
905	308	521.13185	1	204402.381021	5814:66006.37,5833:81633.62,5852:72312.1,5871:71232.89
906	308	521.13185	1	201800.54121	5491:74385.0,5510:90411.96,5529:78408.51,5548:74851.67,5567:37257.89
907	308	521.13185	1	188764.097094	5871:71232.89,5890:90684.35,5909:74496.31,5928:87153.48,5947:81115.32,5966:70122.96
908	308	521.13185	1	187853.044963	5567:37257.89,5586:38404.33,5605:42922.39,5624:70524.12,5643:71093.63,5662:82526.28,5681:71695.91
909	308	521.13185	1	178660.010117	5301:76717.56,5320:68635.1,5339:80596.94,5358:59862.95
910	309	522.13285	1	2.62960491862e-06	5206:0.0,5225:7589.112,5244:1987.394
911	309	522.13285	1	1.18204715083e-06	5054:1102.793,5073:3593.267,5092:5665.063,5111:2463.233
912	309	522.13285	1	7.14120232281e-07	5757:0.0,5776:2949.47,5795:0.0
913	309	522.13285	1	6.65341666206e-07	5833:170.8477,5852:6145.211,5871:6977.674,5890:4649.288,5909:33.09929
914	309	522.13285	1	4.13372498898e-07	5548:2794.684,5567:9259.472,5586:8602.953,5605:7028.537
915	309	522.13285	1	1.31171787399e-07	5111:2463.233,5130:6931.366,5149:8806.133
916	309	522.13285	1	1.52138620556e-08	5681:2157.789,5700:2376.265,5719:24.46172
917	309	522.13285	1	1.23207613001e-08	5453:123.6613,5472:763.2889,5491:5318.118,5510:51.30866
918	309	522.13285	1	8.67589611264e-09	5396:1408.146,5415:1648.02,5434:1692.332,5453:123.6613
919	309	522.13285	1	4.98557828206e-09	5301:529.1766,5320:6134.327,5339:6387.722,5358:0.0
920	309	522.13285	1	0.0	5947:388.86,5966:2442.393,5985:3253.534
921	310	523.1336	1	2.25866683923e-06	5947:2447.793,5966:1173.142,5985:4374.168
922	311	536.1622	1	742735.033463	5985:358930.8,5016:367539.6,5035:344903.4
923	311	536.1622	1	742683.117119	5795:352018.1,5814:372406.1,5833:390644.7,5852:377753.9,5871:339268.8
924	311	536.1622	1	740706.460931	5035:344903.4,5054:380881.1,5073:384611.9,5092:395016.1,5111:387769.8,5130:327126.2,5149:267019.4
925	311	536.1622	1	738305.041443	5149:267019.4,5168:398634.9,5187:377172.5,5206:386334.6,5225:383928.1,5244:369602.9,5263:351137.4
926	311	536.1622	1	728357.350508	5187:377172.5,5206:386334.6,5225:383928.1,5244:369602.9,5263:351137.4
927	311	536.1622	1	727588.025636	5700:361026.5,5719:363759.9,5738:372709.0,5757:347338.8
928	311	536.1622	1	720651.023031	5909:360909.3,5928:347413.0,5947:367689.7,5966:311333.0
929	311	536.1622	1	718325.055499	5529:334947.5,5548:354687.0,5567:356760.7,5586:344972.9,5605:377356.1,5624:235828.1
930	311	536.1622	1	710715.484391	5358:293923.8,5377:358669.1,5396:351783.5,5415:341449.7
931	311	536.1622	1	709210.853911	5491:301749.3,5510:365494.3,5529:334947.5,5548:354687.0
932	311	536.1622	1	708379.484691	5624:235828.1,5643:344952.7,5662:354632.3,5681:364615.7,5700:361026.5
933	311	536.1622	1	702882.224738	5966:311333.0,5985:358930.8
934	311	536.1622	1	633737.283088	5301:329039.3,5320:353061.1,5339:378047.2,5358:293923.8
935	312	537.16005	1	281189.797036	5225:68566.34,5244:90321.05,5263:83577.77,5282:53293.71
936	312	537.16005	1	280213.003025	5092:82875.51,5111:86577.87,5130:83299.57,5149:61898.2
937	312	537.16005	1	274867.299071	5548:66376.6,5567:75357.06,5586:84586.21,5605:78461.13,5624:56473.73
938	312	537.16005	1	261907.891688	5624:56473.73,5643:75307.4,5662:84953.34,5681:65859.67
939	312	537.16005	1	256032.048237	5149:61898.2,5168:78532.55,5187:84737.43,5206:74198.75,5225:68566.34
940	312	537.16005	1	244118.944664	5472:63572.41,5491:72715.37,5510:74072.41,5529:83394.96,5548:66376.6
941	312	537.16005	1	241128.405858	5681:65859.67,5700:72768.46,5719:75319.96,5738:72274.66,5757:68631.64
942	312	537.16005	1	241098.55383	5358:56758.65,5377:67806.69,5396:74787.16,5415:74555.07,5434:79198.89,5453:67484.71,5472:63572.41
943	312	537.16005	1	234740.924407	5947:53868.07,5966:65393.77,5985:69838.3
944	312	537.16005	1	229252.847736	5852:53900.02,5871:61769.86,5890:67951.62,5909:67329.35,5928:63350.18,5947:53868.07
945	312	537.16005	1	228811.913878	5757:68631.64,5776:72075.15,5795:81980.03,5814:64119.3
946	312	537.16005	1	219357.564	5282:53293.71,5301:70044.46,5320:61597.3,5339:66058.18,5358:56758.65
947	313	538.16405	1	235703.98843	5662:68131.06,5681:95391.65,5700:92049.52,5719:78130.49
948	313	538.16405	1	228809.596082	5244:75597.98,5263:79102.21,5282:95178.72,5301:66558.65
949	313	538.16405	1	224143.68131	5928:21274.53,5947:26564.73,5966:66314.15,5985:88703.28
950	313	538.16405	1	222791.363396	5719:78130.49,5738:79523.82,5757:83231.06,5776:85255.34,5795:75502.19
951	313	538.16405	1	215176.702708	5795:75502.19,5814:77604.06,5833:85118.97,5852:31983.91,5871:28023.47
952	313	538.16405	1	212638.554845	5149:54106.27,5168:77124.76,5187:78748.65,5206:86106.18,5225:86470.95,5244:75597.98
953	313	538.16405	1	210102.745109	5073:73004.49,5092:83178.42,5111:77082.37,5130:65615.76,5149:54106.27
954	313	538.16405	1	206699.838711	5567:74496.77,5586:79614.38,5605:82704.59,5624:58269.19
955	313	538.16405	1	203052.902723	5016:76277.73,5035:84295.63,5054:92080.83,5073:73004.49
956	313	538.16405	1	202755.313995	5491:65681.69,5510:83293.18,5529:79846.16,5548:92378.3,5567:74496.77
957	313	538.16405	1	197839.430579	5871:28023.47,5890:81556.23,5909:80044.02,5928:21274.53
958	313	538.16405	1	192909.107586	5358:61083.5,5377:73477.69,5396:80983.01,5415:73780.13,5434:85300.47,5453:73193.19
959	313	538.16405	1	186861.061994	5415:73780.13,5434:85300.47,5453:73193.19,5472:78492.3,5491:65681.69
960	314	539.16085	1	5279.20758871	5168:1008.895,5187:1778.357,5206:3354.257,5225:6970.41,5244:9820.06,5263:5193.541,5282:885.3874
961	314	539.16085	1	3.23002313429e-06	5738:1434.845,5757:6251.69,5776:0.0
962	314	539.16085	1	2.4530772329e-06	5282:885.3874,5301:5785.235,5320:5518.189,5339:2556.072
963	314	539.16085	1	1.18204715083e-06	5054:198.5411,5073:5955.736,5092:3845.774,5111:6111.266,5130:2483.268,5149:1170.411,5168:1008.895
964	314	539.16085	1	8.83115711003e-07	5909:3285.576,5928:8398.765,5947:9292.34,5966:706.5083
965	314	539.16085	1	6.65341666206e-07	5852:6770.273,5871:8669.435,5890:8921.178,5909:3285.576
966	314	539.16085	1	4.13372498898e-07	5548:1235.774,5567:3174.513,5586:2054.155,5605:3770.278
967	314	539.16085	1	2.47935925124e-07	5529:3495.171,5548:1235.774,5567:3174.513,5586:2054.155
968	314	539.16085	1	1.84975431416e-07	5434:1296.685,5453:3124.392,5472:4142.733,5491:0.0
969	314	539.16085	1	1.52138620556e-08	5681:0.0,5700:2897.947,5719:2336.465,5738:1434.845
970	314	539.16085	1	4.02282000897e-09	5985:0.0,5016:3801.144,5035:4700.558,5054:198.5411
971	314	539.16085	1	0.0	5795:4319.614,5814:8963.764,5833:7757.239,5852:6770.273
972	315	550.2134	1	26358.2709338	5890:10802.35,5909:12819.62,5928:13574.01,5947:13079.41,5966:6666.323
973	315	550.2134	1	26077.3350673	5966:6666.323,5985:13397.84
974	316	577.12195	1	42426.8566837	5985:18161.88,5016:19449.97,5035:16882.68
975	316	577.12195	1	42262.3159784	5757:13134.01,5776:20665.93,5795:18329.17,5814:18509.15,5833:15741.55,5852:13101.85,5871:11407.95
976	316	577.12195	1	40216.7974402	5643:12765.95,5662:13341.9,5681:17055.38,5700:19960.28,5719:20311.84,5738:15349.28,5757:13134.01
977	316	577.12195	1	39171.2951963	5168:13817.0,5187:18085.53,5206:19608.88,5225:19645.9,5244:17235.48,5263:15327.86,5282:12767.32
978	316	577.12195	1	36912.6294324	5567:13615.25,5586:18941.8,5605:17262.07,5624:16012.18,5643:12765.95
979	316	577.12195	1	36235.0124878	5966:13227.43,5985:18161.88
980	316	577.12195	1	35257.1705829	5909:10024.93,5928:16586.43,5947:15285.79,5966:13227.43
981	316	577.12195	1	33040.5643339	5073:14174.67,5092:17155.68,5111:15469.91,5130:16112.33,5149:15418.73,5168:13817.0
982	316	577.12195	1	33016.6228727	5358:10127.68,5377:14496.15,5396:16790.47,5415:17852.94,5434:17970.05,5453:9751.079
983	316	577.12195	1	28230.75732	5282:12767.32,5301:12994.24,5320:13060.76,5339:18020.25,5358:10127.68
984	316	577.12195	1	27059.2580677	5453:9751.079,5472:11865.01,5491:16368.46,5510:13523.23,5529:16310.17,5548:13740.38,5567:13615.25
985	317	578.1207	1	19633.4213005	5415:1723.577,5434:3162.055,5453:5295.868,5472:7715.587,5491:5590.966,5510:4064.527,5529:733.8331
986	317	578.1207	1	18753.436491	5985:2980.903,5016:7532.954,5035:6688.609,5054:6001.564,5073:5464.723
987	317	578.1207	1	18513.5552192	5206:797.2233,5225:2850.117,5244:3912.759,5263:5439.266,5282:6866.119,5301:2046.359
988	317	578.1207	1	16396.5122343	5301:2046.359,5320:6550.563,5339:6194.153,5358:4993.756
989	317	578.1207	1	15817.86789	5130:2345.811,5149:4238.878,5168:4887.343,5187:3893.658,5206:797.2233
990	317	578.1207	1	15372.3710489	5738:618.5112,5757:8184.849,5776:4240.027,5795:9033.341,5814:2571.985
991	317	578.1207	1	13467.7536846	5928:3583.162,5947:4207.392,5966:3598.878,5985:2980.903
992	317	578.1207	1	11333.7063585	5814:2571.985,5833:3590.698,5852:5651.6,5871:3290.439,5890:5899.551,5909:4100.447,5928:3583.162
993	317	578.1207	1	11227.218374	5529:733.8331,5548:3449.626,5567:5324.746,5586:4385.164,5605:5364.409,5624:3267.253
994	317	578.1207	1	8292.37363591	5586:4385.164,5605:5364.409,5624:3267.253,5643:5739.172,5662:2883.407
995	317	578.1207	1	3486.56745044	5396:3766.563,5415:1723.577,5434:3162.055
996	318	579.11455	1	22056.989872	5814:5698.03,5833:8929.066,5852:7401.192,5871:3448.356
997	318	579.11455	1	17880.0719078	5757:0.0,5776:7398.627,5795:7350.357,5814:5698.03
998	318	579.11455	1	15332.3617343	5871:3448.356,5890:7004.502,5909:6190.494,5928:7374.242,5947:5853.448
999	319	593.1546	1	276337.591737	5985:104696.3,5016:139022.1,5035:124134.2
1000	319	593.1546	1	274780.515959	5567:112844.5,5586:128280.8,5605:145765.7,5624:123926.3
1001	319	593.1546	1	273380.39155	5035:124134.2,5054:141407.2,5073:143772.7,5092:119947.0
1002	319	593.1546	1	272581.056057	5434:102422.9,5453:111427.3,5472:113982.4,5491:117032.3,5510:131781.2,5529:113158.5
1003	319	593.1546	1	272400.20513	5757:107403.8,5776:136706.3,5795:132904.6,5814:120007.6
1004	319	593.1546	1	261825.313977	5187:106284.1,5206:118597.8,5225:127152.8,5244:125682.2,5263:105268.9
1005	319	593.1546	1	261656.909031	5130:109021.6,5149:141771.6,5168:112916.8,5187:106284.1
1006	319	593.1546	1	256916.325508	5301:104623.8,5320:112302.9,5339:137513.4,5358:99226.99
1007	319	593.1546	1	253895.410396	5662:112511.3,5681:123621.4,5700:131864.5,5719:127157.4,5738:135724.6,5757:107403.8
1008	319	593.1546	1	231851.894813	5358:99226.99,5377:111132.1,5396:114148.5,5415:134991.2,5434:102422.9
1009	319	593.1546	1	223215.796607	5909:99804.47,5928:113140.4,5947:117967.4,5966:113457.7,5985:104696.3
1010	320	594.1564	1	143867.744133	5738:20875.99,5757:36611.66,5776:45186.14,5795:22984.75
1011	320	594.1564	1	131774.275482	5225:27647.03,5244:42895.5,5263:23237.05
1012	320	594.1564	1	131604.923104	5054:26881.53,5073:35501.18,5092:39687.71,5111:37143.53,5130:23904.79
1013	320	594.1564	1	127817.100285	5377:22973.22,5396:29123.99,5415:30158.08,5434:39317.06,5453:28442.17
1014	320	594.1564	1	122337.309866	5795:22984.75,5814:27512.88,5833:29160.42,5852:38124.61,5871:29625.73,5890:24723.09
1015	320	594.1564	1	121694.572665	5301:24412.75,5320:24500.51,5339:34619.16,5358:23443.94,5377:22973.22
1016	320	594.1564	1	119363.935021	5928:32538.03,5947:35140.53,5966:37075.9,5985:31882.41
1017	320	594.1564	1	112618.74258	5662:22649.89,5681:24264.57,5700:31115.83,5719:25514.82,5738:20875.99
1018	320	594.1564	1	111941.934849	5985:31882.41,5016:32120.47,5035:30479.91,5054:26881.53
1019	320	594.1564	1	110353.079986	5130:23904.79,5149:40525.31,5168:31782.99,5187:33233.95,5206:29645.92,5225:27647.03
1020	320	594.1564	1	101292.756224	5510:26282.77,5529:30050.4,5548:26025.1
1021	320	594.1564	1	100761.113971	5548:26025.1,5567:28881.34,5586:30915.65,5605:21389.18,5624:14144.86
1022	320	594.1564	1	84669.7538417	5624:14144.86,5643:33458.67,5662:22649.89,5681:24264.57
1023	321	595.15295	1	112119.120375	5776:33391.42,5795:47504.61,5814:37501.6,5833:34588.04,5852:32542.41,5871:28829.31
1024	321	595.15295	1	106674.433398	5548:25510.82,5567:26750.51,5586:33446.39,5605:46991.77,5624:39597.33,5643:36045.93,5662:30561.78
1025	321	595.15295	1	103857.005137	5662:30561.78,5681:44093.38,5700:38167.99,5719:36066.67,5738:34323.59
1026	321	595.15295	1	100073.470937	5054:37986.32,5073:42059.34,5092:36929.68,5111:32667.87,5130:25472.81
1027	321	595.15295	1	98084.1685761	5985:34349.5,5016:39677.35,5035:39423.75,5054:37986.32
1028	321	595.15295	1	94517.1386976	5909:28936.24,5928:35624.85,5947:39260.66,5966:30632.32
1029	321	595.15295	1	89610.5822142	5358:26679.41,5377:27801.11,5396:30116.96,5415:35203.89,5434:31847.35,5453:26899.09
1030	321	595.15295	1	88547.3404982	5453:26899.09,5472:39353.5,5491:33289.12,5510:36197.02,5529:28886.02,5548:25510.82
1031	321	595.15295	1	86382.0093398	5719:36066.67,5738:34323.59,5757:43106.9,5776:33391.42
1032	321	595.15295	1	85827.3035179	5130:25472.81,5149:38454.65,5168:34173.61,5187:33630.39,5206:33440.49,5225:28250.93
1033	321	595.15295	1	81029.1813092	5225:28250.93,5244:30244.39,5263:31654.62,5282:26585.83
1034	321	595.15295	1	78823.472162	5282:26585.83,5301:37368.97,5320:30163.76,5339:45053.58,5358:26679.41
1035	321	595.15295	1	66812.5359422	5225:28250.93,5244:30244.39,5263:31654.62,5282:26585.83,5301:37368.97,5320:30163.76
1036	322	596.1481	1	30266.7697879	5890:447.4996,5909:9620.393,5928:6276.702,5947:2101.571
1037	322	596.1481	1	30091.9545557	5472:5402.631,5491:5809.691,5510:10062.68,5529:3698.664
1038	322	596.1481	1	29626.3793124	5681:2210.045,5700:11424.11,5719:3485.25
1039	322	596.1481	1	24823.7676795	5624:1369.925,5643:8065.104,5662:4831.169,5681:2210.045
1040	322	596.1481	1	24296.5970287	5529:3698.664,5548:7987.832,5567:8544.566,5586:10931.47
1041	322	596.1481	1	13953.2703793	5320:3940.879,5339:4241.275,5358:3533.4
1042	322	596.1481	1	12224.9010776	5947:2101.571,5966:7681.615,5985:4481.556
1043	322	596.1481	1	9087.82977162	5719:3485.25,5738:4308.837,5757:2226.349,5776:4299.896,5795:1879.093,5814:978.2682
1044	322	596.1481	1	7096.79097855	5358:3533.4,5377:5248.796,5396:1722.723,5415:5629.298,5434:1058.571
1045	323	607.20915	1	22492.8797287	5947:6630.458,5966:10556.84,5985:10706.86
1046	324	608.20645	1	19444.1259277	5928:1281.639,5947:5764.411,5966:1680.335,5985:1221.557
1047	325	609.2062	1	8752.86541885	5928:1172.495,5947:2895.042,5966:2082.11,5985:3221.616
1048	326	610.1761	1	371176.770537	5320:129464.1,5339:181337.7,5358:107203.7
1049	326	610.1761	1	325682.339806	5757:132754.1,5776:156392.4,5795:149114.7,5814:134642.1
1050	326	610.1761	1	321743.623009	5054:146633.6,5073:157770.5,5092:154758.1,5111:129811.6,5130:126419.4,5149:118170.5
1051	326	610.1761	1	306560.388146	5358:107203.7,5377:111340.7,5396:136034.8,5415:147632.3,5434:134000.8,5453:122118.2
1052	326	610.1761	1	303695.071937	5187:122019.5,5206:146369.5,5225:142806.5,5244:156968.8,5263:136916.2
1053	326	610.1761	1	297439.716167	5985:105883.8,5016:160192.1,5035:151220.6,5054:146633.6
1054	326	610.1761	1	290985.058881	5225:142806.5,5244:156968.8,5263:136916.2,5282:148813.2,5301:130182.6,5320:129464.1
1055	326	610.1761	1	289805.563689	5700:136033.7,5719:160880.8,5738:138654.6,5757:132754.1
1056	326	610.1761	1	289559.724388	5814:134642.1,5833:138912.0,5852:147891.6,5871:123023.3,5890:121317.7
1057	326	610.1761	1	276937.626339	5548:126733.5,5567:144317.9,5586:156908.8,5605:146025.1,5624:113908.7
1058	326	610.1761	1	275878.539586	5624:113908.7,5643:144974.9,5662:131692.1,5681:136088.8,5700:136033.7
1059	326	610.1761	1	269310.679411	5890:121317.7,5909:122573.9,5928:123977.6,5947:136515.0,5966:123420.4,5985:105883.8
1060	326	610.1761	1	251435.877129	5453:122118.2,5472:153581.1,5491:127823.8,5510:153635.7,5529:130005.1,5548:126733.5
1061	327	611.1807	1	160811.045289	5434:6685.307,5453:8765.635,5472:15791.31,5491:23023.43,5510:28360.63,5529:17540.94,5548:17154.83
1062	327	611.1807	1	141817.228466	5301:4068.165,5320:17735.05,5339:27509.47,5358:24349.3,5377:11391.82,5396:1467.519
1063	327	611.1807	1	136324.523314	5795:4010.587,5814:5661.225,5833:7105.083,5852:25172.5,5871:28094.29,5890:8188.952
1064	327	611.1807	1	135770.089008	5928:8267.237,5947:8830.921,5966:9352.558,5985:13935.09
1065	327	611.1807	1	128081.423432	5263:3037.037,5282:36494.21,5301:4068.165
1066	327	611.1807	1	115592.718543	5624:16166.34,5643:29804.1,5662:28873.92,5681:9053.881
1067	327	611.1807	1	109941.907284	5719:7959.035,5738:23478.28,5757:21121.83,5776:32724.96,5795:4010.587
1068	327	611.1807	1	105334.908104	5985:13935.09,5016:28429.06,5035:20322.23
1069	327	611.1807	1	103066.19757	5111:2988.463,5130:13149.96,5149:23019.33,5168:17104.31,5187:10736.9,5206:6928.979
1070	327	611.1807	1	96119.8994314	5206:6928.979,5225:13217.5,5244:17758.3,5263:3037.037
1071	327	611.1807	1	94797.049706	5890:8188.952,5909:18825.16,5928:8267.237,5947:8830.921
1072	327	611.1807	1	92832.261818	5548:17154.83,5567:23144.23,5586:16318.79,5605:27515.21,5624:16166.34
1073	328	612.1798	1	127334.63742	5301:20177.06,5320:34606.64,5339:52446.85,5358:29678.48,5377:20324.28
1074	328	612.1798	1	114141.964313	5491:40632.63,5510:53286.33,5529:47392.79,5548:38417.68
1075	328	612.1798	1	113668.944062	5814:18543.19,5833:24849.47,5852:49231.69,5871:39812.87,5890:24230.77
1076	328	612.1798	1	112781.097074	5016:47971.43,5035:48165.42,5054:45258.52,5073:24889.18
1077	328	612.1798	1	111085.390448	5890:24230.77,5909:46579.58,5928:19264.94,5947:18541.3
1078	328	612.1798	1	109707.236941	5624:29432.47,5643:44430.45,5662:45146.41,5681:33404.26,5700:21603.98
1079	328	612.1798	1	109135.417889	5548:38417.68,5567:47831.45,5586:48579.59,5605:48938.86,5624:29432.47
1080	328	612.1798	1	103708.551541	5206:22971.99,5225:24352.42,5244:43600.38,5263:19246.64
1081	328	612.1798	1	96891.2814945	5700:21603.98,5719:26139.9,5738:49684.81,5757:41316.4,5776:35227.65,5795:23722.75,5814:18543.19
1082	328	612.1798	1	80675.7468075	5073:24889.18,5092:26023.73,5111:26396.65,5130:39896.77,5149:34493.12,5168:47607.32,5187:24212.61,5206:22971.99
1083	328	612.1798	1	8.67589611264e-09	5377:20324.28,5396:21504.28,5415:22388.4,5434:21621.33,5453:19362.89
1084	328	612.1798	1	0.0	5947:18541.3,5966:24409.76,5985:21818.88
1085	329	613.18125	1	30647.5746519	5415:971.0652,5434:1628.015,5453:3251.159,5472:11295.35,5491:8057.114,5510:5283.737
1086	329	613.18125	1	30555.8454972	5225:1250.353,5244:7786.952,5263:2927.394
1087	329	613.18125	1	30203.6842094	5833:2435.109,5852:7680.301,5871:0.0
1088	329	613.18125	1	29150.9679066	5719:1117.319,5738:1733.153,5757:9237.562,5776:0.0
1089	329	613.18125	1	26446.1853148	5016:3375.003,5035:6223.653,5054:8713.265,5073:10353.76,5092:4094.552,5111:2488.735
1090	329	613.18125	1	24955.2266644	5624:1767.175,5643:4606.162,5662:8487.68,5681:1394.561
1091	329	613.18125	1	22677.6436366	5301:2117.365,5320:5362.126,5339:6194.002
1092	329	613.18125	1	10820.5358094	5890:1935.628,5909:2089.242,5928:1118.614
1093	329	613.18125	1	4.13372498898e-07	5567:5432.798,5586:0.0,5605:7300.121,5624:1767.175
1094	329	613.18125	1	3.13372013672e-07	5168:2245.293,5187:2136.877,5206:1685.548,5225:1250.353
1095	329	613.18125	1	8.67843348296e-08	5377:2852.993,5396:4122.547,5415:971.0652
1096	329	613.18125	1	0.0	5966:309.6425,5985:2758.738
1097	330	667.17345	1	210920.99315	5301:52895.65,5320:56574.14,5339:98157.54,5358:46640.7
1098	330	667.17345	1	177905.41211	5985:53464.25,5016:80125.71,5035:67847.18,5054:59462.21
